--------- beginning of main
03-22 11:34:47.583   678   678 I com.detoxsampl: Late-enabling -Xcheck:jni
03-22 11:34:47.603   678   678 I com.detoxsampl: Unquickening 19 vdex files!
--------- beginning of system
03-22 11:34:47.644   678   678 W ActivityThread: Package uses different ABI(s) than its instrumentation: package[com.detoxsample]: arm64-v8a, null instrumentation[com.detoxsample.test]: null, null
03-22 11:34:47.646   678   678 I Typeface: Current DefaultTypeface ( lgtravel )
03-22 11:34:47.655   678   678 I com.detoxsampl: The ClassLoaderContext is a special shared library.
03-22 11:34:47.664   678   678 I com.detoxsampl: The ClassLoaderContext is a special shared library.
03-22 11:34:47.690   678   678 I com.detoxsampl: The ClassLoaderContext is a special shared library.
03-22 11:34:47.694   678   678 I com.detoxsampl: The ClassLoaderContext is a special shared library.
03-22 11:34:47.892   678   678 D ApplicationLoaders: Returning zygote-cached class loader: /system/framework/android.test.base.jar
03-22 11:34:47.892   678   678 D ApplicationLoaders: Returning zygote-cached class loader: /system/framework/android.test.base.jar
03-22 11:34:47.894   678   678 I com.detoxsampl: The ClassLoaderContext is a special shared library.
03-22 11:34:47.896   678   678 D ApplicationLoaders: Returning zygote-cached class loader: /system/framework/android.test.base.jar
03-22 11:34:47.896   678   678 D ApplicationLoaders: Returning zygote-cached class loader: /system/framework/android.test.base.jar
03-22 11:34:47.897   678   678 I com.detoxsampl: The ClassLoaderContext is a special shared library.
03-22 11:34:47.901   678   678 I com.detoxsampl: The ClassLoaderContext is a special shared library.
03-22 11:34:47.902   678   678 I com.detoxsampl: The ClassLoaderContext is a special shared library.
03-22 11:34:47.903   678   678 I com.detoxsampl: The ClassLoaderContext is a special shared library.
03-22 11:34:48.064   678   678 W com.detoxsampl: Accessing hidden method Landroid/app/Instrumentation;->execStartActivity(Landroid/content/Context;Landroid/os/IBinder;Landroid/os/IBinder;Landroid/app/Activity;Landroid/content/Intent;ILandroid/os/Bundle;)Landroid/app/Instrumentation$ActivityResult; (greylist, linking, allowed)
03-22 11:34:48.064   678   678 W com.detoxsampl: Accessing hidden method Landroid/app/Instrumentation;->execStartActivity(Landroid/content/Context;Landroid/os/IBinder;Landroid/os/IBinder;Ljava/lang/String;Landroid/content/Intent;ILandroid/os/Bundle;)Landroid/app/Instrumentation$ActivityResult; (greylist, linking, allowed)
03-22 11:34:48.069   678   678 D NetworkSecurityConfig: Using Network Security Config from resource network_security_config debugBuild: true
03-22 11:34:48.070   678   678 D NetworkSecurityConfig: Using Network Security Config from resource network_security_config debugBuild: true
03-22 11:34:48.071   678   678 I MonitoringInstr: Instrumentation started!
03-22 11:34:48.080   678   678 V TestEventClient: No service name argument was given (testDiscoveryService, testRunEventService or orchestratorService)
03-22 11:34:48.083   678   678 D SoLoader: init start
03-22 11:34:48.083   678   678 D SoLoader: adding system library source: /vendor/lib64
03-22 11:34:48.084   678   678 D SoLoader: adding system library source: /system/lib64
03-22 11:34:48.084   678   678 D SoLoader: adding application source: com.facebook.soloader.DirectorySoSource[root = /data/app/~~vDihS-GvWv9IxfiytFZ0Uw==/com.detoxsample-OkzOdJ0_MIlEetMVPUr0KA==/lib/arm64 flags = 0]
03-22 11:34:48.085   678   678 D SoLoader: adding backup source from : com.facebook.soloader.ApkSoSource[root = /data/data/com.detoxsample/lib-main flags = 1]
03-22 11:34:48.085   678   678 D SoLoader: Preparing SO source: com.facebook.soloader.DirectorySoSource[root = /system/lib64 flags = 2]
03-22 11:34:48.085   678   678 D SoLoader: Preparing SO source: com.facebook.soloader.DirectorySoSource[root = /vendor/lib64 flags = 2]
