--------- beginning of main
03-22 00:01:53.806  5739  5739 I com.detoxsampl: Late-enabling -Xcheck:jni
03-22 00:01:53.830  5739  5739 I com.detoxsampl: Unquickening 19 vdex files!
--------- beginning of system
03-22 00:01:53.928  5739  5739 W ActivityThread: Package uses different ABI(s) than its instrumentation: package[com.detoxsample]: arm64-v8a, null instrumentation[com.detoxsample.test]: null, null
03-22 00:01:53.931  5739  5739 I Typeface: Current DefaultTypeface ( lgtravel )
03-22 00:01:53.935  5739  5739 I com.detoxsampl: The ClassLoaderContext is a special shared library.
03-22 00:01:53.948  5739  5739 I chatty  : uid=10452(com.detoxsample) identical 2 lines
03-22 00:01:53.951  5739  5739 I com.detoxsampl: The ClassLoaderContext is a special shared library.
03-22 00:01:54.121  5739  5739 D ApplicationLoaders: Returning zygote-cached class loader: /system/framework/android.test.base.jar
03-22 00:01:54.121  5739  5739 D ApplicationLoaders: Returning zygote-cached class loader: /system/framework/android.test.base.jar
03-22 00:01:54.123  5739  5739 I com.detoxsampl: The ClassLoaderContext is a special shared library.
03-22 00:01:54.125  5739  5739 D ApplicationLoaders: Returning zygote-cached class loader: /system/framework/android.test.base.jar
03-22 00:01:54.125  5739  5739 D ApplicationLoaders: Returning zygote-cached class loader: /system/framework/android.test.base.jar
03-22 00:01:54.126  5739  5739 I com.detoxsampl: The ClassLoaderContext is a special shared library.
03-22 00:01:54.130  5739  5739 I chatty  : uid=10452(com.detoxsample) identical 2 lines
03-22 00:01:54.131  5739  5739 I com.detoxsampl: The ClassLoaderContext is a special shared library.
03-22 00:01:54.288  5739  5739 W com.detoxsampl: Accessing hidden method Landroid/app/Instrumentation;->execStartActivity(Landroid/content/Context;Landroid/os/IBinder;Landroid/os/IBinder;Landroid/app/Activity;Landroid/content/Intent;ILandroid/os/Bundle;)Landroid/app/Instrumentation$ActivityResult; (greylist, linking, allowed)
03-22 00:01:54.288  5739  5739 W com.detoxsampl: Accessing hidden method Landroid/app/Instrumentation;->execStartActivity(Landroid/content/Context;Landroid/os/IBinder;Landroid/os/IBinder;Ljava/lang/String;Landroid/content/Intent;ILandroid/os/Bundle;)Landroid/app/Instrumentation$ActivityResult; (greylist, linking, allowed)
03-22 00:01:54.297  5739  5739 D NetworkSecurityConfig: Using Network Security Config from resource network_security_config debugBuild: true
03-22 00:01:54.298  5739  5739 D NetworkSecurityConfig: Using Network Security Config from resource network_security_config debugBuild: true
03-22 00:01:54.300  5739  5739 I MonitoringInstr: Instrumentation started!
03-22 00:01:54.310  5739  5739 V TestEventClient: No service name argument was given (testDiscoveryService, testRunEventService or orchestratorService)
03-22 00:01:54.313  5739  5739 D SoLoader: init start
03-22 00:01:54.313  5739  5739 D SoLoader: adding system library source: /vendor/lib64
03-22 00:01:54.314  5739  5739 D SoLoader: adding system library source: /system/lib64
03-22 00:01:54.314  5739  5739 D SoLoader: adding application source: com.facebook.soloader.DirectorySoSource[root = /data/app/~~0cl-EMsdeYiIJGH6_SPFUw==/com.detoxsample-5O6lQQnH4Mgfrs6mhYyyFA==/lib/arm64 flags = 0]
03-22 00:01:54.315  5739  5739 D SoLoader: adding backup source from : com.facebook.soloader.ApkSoSource[root = /data/data/com.detoxsample/lib-main flags = 1]
03-22 00:01:54.315  5739  5739 D SoLoader: Preparing SO source: com.facebook.soloader.DirectorySoSource[root = /system/lib64 flags = 2]
03-22 00:01:54.315  5739  5739 D SoLoader: Preparing SO source: com.facebook.soloader.DirectorySoSource[root = /vendor/lib64 flags = 2]
03-22 00:01:54.315  5739  5739 D SoLoader: Preparing SO source: com.facebook.soloader.DirectorySoSource[root = /data/app/~~0cl-EMsdeYiIJGH6_SPFUw==/com.detoxsample-5O6lQQnH4Mgfrs6mhYyyFA==/lib/arm64 flags = 0]
03-22 00:01:54.315  5739  5739 D SoLoader: Preparing SO source: com.facebook.soloader.ApkSoSource[root = /data/data/com.detoxsample/lib-main flags = 1]
03-22 00:01:54.316  5739  5739 V fb-UnpackingSoSource: locked dso store /data/user/0/com.detoxsample/lib-main
